id,SalePrice
1461,115208.10678548303
1462,160027.7427304714
1463,182488.1640269851
1464,200230.20530437742
1465,191776.57961332746
1466,170707.58193243324
1467,174465.3275620136
1468,163530.20230318664
1469,197773.30559543008
1470,113943.5388664876
1471,186453.10171716026
1472,97742.08173738324
1473,94002.08111616591
1474,147758.6048860198
1475,111643.06154265821
1476,371482.45268623566
1477,248120.62153034727
1478,306337.3154734116
1479,310347.81638478575
1480,510487.061011299
1481,332168.63204840873
1482,219254.40022980858
1483,174586.70581251045
1484,167313.57114421533
1485,185256.58157925887
1486,192225.4801270644
1487,323270.4785588938
1488,233587.69177686784
1489,189578.03662840012
1490,217898.8447532196
1491,191388.05381916068
1492,88692.4657056833
1493,187867.96784973535
1494,283315.87702858116
1495,282159.27151391277
1496,226754.11227219747
1497,177449.11683331552
1498,170500.53882875555
1499,160788.92222798138
1500,151599.76528903405
1501,171671.27981808202
1502,150789.28504240303
1503,285617.0503568567
1504,236648.26763597943
1505,216541.92832318076
1506,192677.79631012396
1507,237026.80233596487
1508,203016.41371886234
1509,166822.61405794293
1510,139917.13522066205
1511,143308.38680709747
1512,164044.3859697839
1513,138964.5663777968
1514,143063.37006488987
1515,204970.87384472275
1516,158605.83148371757
1517,173722.6774827114
1518,133396.24017245072
1519,201424.58580084323
1520,125101.7169656387
1521,130602.08129950492
1522,172010.4175840436
1523,112358.87104850658
1524,128018.49013935337
1525,122429.05384847763
1526,111267.67064583412
1527,104916.37269905976
1528,137650.79360638838
1529,151662.7291016244
1530,184143.274338256
1531,110933.03081171171
1532,92805.4891211422
1533,144240.58553898425
1534,125717.60312137096
1535,150022.6041484434
1536,110275.93103437929
1537,56860.72485229762
1538,149782.3607536588
1539,182329.09209961534
1540,92859.19531579006
1541,151711.5519339651
1542,139884.46678092246
1543,199200.00266988517
1544,80982.14949289674
1545,110206.98475684514
1546,133382.07808897246
1547,135549.04609273205
1548,134069.46427762313
1549,113947.06211316062
1550,131747.70444065638
1551,105755.87830107492
1552,129744.59958987827
1553,142553.0443191158
1554,116859.58175832756
1555,159330.80899016518
1556,90281.3055452457
1557,98323.72364152662
1558,98355.39223970979
1559,63948.085214804676
1560,133775.37398209653
1561,118901.57187934243
1562,128328.38937858134
1563,114315.88168224524
1564,155538.424487826
1565,144193.21793027027
1566,239041.91898576613
1567,75183.93743317516
1568,219132.27690386077
1569,128113.80714443415
1570,138641.09428737956
